CrashSeverity,Latitude,Longitude
Property Damage Only,40.91901,-81.98354
Property Damage Only,40.916023,-81.735692
Injury Possible,40.706051,-81.685698
Minor Injury Suspected,40.746421,-81.929706
Property Damage Only,40.927486,-81.761078
Property Damage Only,40.780039,-81.966427
Property Damage Only,40.681495,-81.924109
Property Damage Only,40.859132,-81.798346
Property Damage Only,40.689815,-81.70559
Property Damage Only,40.788722,-82.079243
Minor Injury Suspected,40.857947,-81.938414
Property Damage Only,40.698256,-81.713374
Property Damage Only,40.695685,-81.738059
Property Damage Only,40.955904,-81.994782
Property Damage Only,40.96994,-81.708836
Property Damage Only,40.766565,-81.843817
Property Damage Only,40.886741,-81.821816
Property Damage Only,40.980799,-82.097494
Property Damage Only,40.793955,-81.975693
Minor Injury Suspected,40.858993,-81.815774
Property Damage Only,40.803067,-81.821106
Property Damage Only,40.766587,-82.039479
Property Damage Only,40.986999,-82.031031
Property Damage Only,40.803573,-82.051239
Minor Injury Suspected,40.935091,-81.743567
Serious Injury Suspected,40.946174,-81.993968
Property Damage Only,40.690033,-81.705539
Injury Possible,40.857676,-81.907001
Property Damage Only,40.792816,-81.950371
Property Damage Only,40.894496,-81.811944
Minor Injury Suspected,40.923777,-82.052308
Property Damage Only,40.881039,-81.783581
Property Damage Only,40.840717,-81.893631
Property Damage Only,40.732817,-81.775057
Property Damage Only,40.828655,-82.082946
Serious Injury Suspected,40.836952,-81.803838
Property Damage Only,40.828199,-81.887555
Property Damage Only,40.865026,-81.906669
Property Damage Only,40.970679,-81.729943
Property Damage Only,40.987025,-81.680867
Property Damage Only,40.829354,-81.829167
Property Damage Only,40.96758,-82.05386
Property Damage Only,40.940068,-82.099878
Property Damage Only,40.70503,-81.765602
Property Damage Only,40.93377,-82.081972
Minor Injury Suspected,40.784185,-82.118207
Minor Injury Suspected,40.88363,-81.95292
Property Damage Only,40.883791,-81.953008
Property Damage Only,40.892691,-81.763122
Property Damage Only,40.887235,-81.969942
Minor Injury Suspected,40.798391,-81.913837
Property Damage Only,40.699648,-81.67708
Property Damage Only,40.98548,-81.683203
Minor Injury Suspected,40.98548,-81.683203
Property Damage Only,40.82591,-82.100536
Property Damage Only,40.84048,-82.01668
Property Damage Only,40.952297,-82.109416
Property Damage Only,40.903962,-81.685957
Property Damage Only,40.796095,-81.68242
Property Damage Only,40.844149,-81.748821
Property Damage Only,40.857948,-82.095779
Property Damage Only,40.901393,-81.914353
Property Damage Only,40.919777,-81.983947
Property Damage Only,40.787088,-81.89586
Property Damage Only,40.916659,-81.787597
Property Damage Only,40.755979,-82.006877
Property Damage Only,40.828731,-81.860084
Property Damage Only,40.797248,-81.877691
Minor Injury Suspected,40.915437,-81.648211
Property Damage Only,40.8001,-81.880278
Minor Injury Suspected,40.74123,-81.742299
Serious Injury Suspected,40.844144,-81.740711
Property Damage Only,40.770933,-81.973163
Property Damage Only,40.829778,-81.791332
Property Damage Only,40.844303,-81.712731
Minor Injury Suspected,40.965087,-82.056725
Minor Injury Suspected,40.69325,-81.820136
Property Damage Only,40.949509,-82.077418
Property Damage Only,40.83889,-81.861558
Property Damage Only,40.987742,-82.087123
Property Damage Only,40.808193,-81.85391
Minor Injury Suspected,40.900972,-81.975935
Injury Possible,40.815937,-82.042291
Property Damage Only,40.814329,-81.861053
Injury Possible,40.784646,-81.958816
Minor Injury Suspected,40.947288,-82.081635
Property Damage Only,40.776049,-81.930349
Property Damage Only,40.794568,-82.05432
Property Damage Only,40.787583,-81.91436
Property Damage Only,40.693623,-82.110779
Minor Injury Suspected,40.893879,-82.108832
Minor Injury Suspected,40.942569,-81.658003
Minor Injury Suspected,40.827773,-82.025381
Serious Injury Suspected,40.731294,-81.944204
Property Damage Only,40.828728,-81.885124
Property Damage Only,40.703325,-81.949708
Property Damage Only,40.67502,-81.783586
Property Damage Only,40.968853,-82.093812
Property Damage Only,40.713481,-82.078679
Minor Injury Suspected,40.896216,-81.762953
Injury Possible,40.755753,-81.876876
Injury Possible,40.794263,-82.054416
Property Damage Only,40.767037,-81.905336
Property Damage Only,40.937483,-82.102769
Property Damage Only,40.89108,-82.122968
Minor Injury Suspected,40.915645,-82.108503
Fatal,40.915623,-82.082507
Minor Injury Suspected,40.916703,-81.77937
Minor Injury Suspected,40.939037,-81.705256
Property Damage Only,40.979696,-81.685128
Minor Injury Suspected,40.945849,-81.763646
Minor Injury Suspected,40.845556,-81.703852
Injury Possible,40.925064,-81.764964
Property Damage Only,40.840447,-82.00511
Property Damage Only,40.829582,-81.805739
Property Damage Only,40.845361,-81.974376
Property Damage Only,40.915382,-81.789663
Property Damage Only,40.856545,-81.842535
Property Damage Only,40.873229,-81.870794
Minor Injury Suspected,40.81153,-81.844168
Property Damage Only,40.983609,-82.03856
Property Damage Only,40.755915,-81.853316
Property Damage Only,40.779652,-81.968146
Property Damage Only,40.81442,-81.844396
Property Damage Only,40.7148,-82.07533
Property Damage Only,40.914175,-82.011534
Property Damage Only,40.846008,-81.861528
Property Damage Only,40.784522,-82.1136
Property Damage Only,40.702252,-81.842521
Property Damage Only,40.865487,-81.763841
Property Damage Only,40.933641,-82.081716
Property Damage Only,40.672891,-81.658258
Property Damage Only,40.78232,-81.966729
Injury Possible,40.796556,-81.766233
Property Damage Only,40.96136,-81.95747
Property Damage Only,40.987411,-81.663741
Property Damage Only,40.833542,-81.953411
Property Damage Only,40.88849,-81.819121
Minor Injury Suspected,40.712359,-82.047996
Property Damage Only,40.798991,-81.815954
Property Damage Only,40.850216,-82.125709
Property Damage Only,40.797658,-81.877166
Property Damage Only,40.811587,-81.783397
Property Damage Only,40.802017,-81.877236
Injury Possible,40.749344,-81.836013
Property Damage Only,40.939737,-82.099239
Injury Possible,40.872709,-81.706409
Property Damage Only,40.823916,-81.665713
Property Damage Only,40.873813,-81.777712
Minor Injury Suspected,40.79952,-81.972634
Property Damage Only,40.938065,-82.104116
Property Damage Only,40.702843,-81.724728
Property Damage Only,40.794853,-81.702441
Property Damage Only,40.768938,-81.791996
Property Damage Only,40.765356,-81.981287
Property Damage Only,40.965545,-81.899193
Property Damage Only,40.771134,-81.9735
Minor Injury Suspected,40.858052,-81.873112
Minor Injury Suspected,40.800551,-81.817362
Property Damage Only,40.948841,-82.078109
Property Damage Only,40.956482,-82.067246
Property Damage Only,40.967326,-82.054728
Property Damage Only,40.677111,-81.86907
Property Damage Only,40.77954,-81.968408
Property Damage Only,40.689078,-81.952363
Property Damage Only,40.829664,-81.799248
Property Damage Only,40.869207,-81.686573
Property Damage Only,40.80668,-81.844676
Injury Possible,40.857866,-81.885861
Property Damage Only,40.799542,-81.816509
Property Damage Only,40.796983,-81.828409
Property Damage Only,40.988195,-81.759466
Property Damage Only,40.796929,-81.813187
Property Damage Only,40.901711,-81.697662
Property Damage Only,40.802636,-81.872618
Property Damage Only,40.745558,-81.895908
Injury Possible,40.991731,-82.11708
Minor Injury Suspected,40.779891,-81.968539
Property Damage Only,40.693202,-81.745988
Minor Injury Suspected,40.96344,-81.717998
Property Damage Only,40.696344,-82.019837
Property Damage Only,40.669752,-81.948917
Property Damage Only,40.944978,-82.08622
Property Damage Only,40.947516,-82.082213
Property Damage Only,40.988012,-82.033764
Property Damage Only,40.946514,-82.083676
Property Damage Only,40.954075,-82.069816
Injury Possible,40.928375,-82.121633
Property Damage Only,40.947072,-82.082254
Property Damage Only,40.966621,-82.055314
Property Damage Only,40.967444,-82.054599
Property Damage Only,40.967444,-82.054599
Minor Injury Suspected,40.936718,-82.0818
Property Damage Only,40.954075,-82.069816
Property Damage Only,40.944543,-82.08847
Minor Injury Suspected,40.916181,-81.841214
Minor Injury Suspected,40.771065,-81.843852
Property Damage Only,40.753234,-82.116001
Property Damage Only,40.836164,-81.973997
Property Damage Only,40.784506,-82.125489
Property Damage Only,40.825224,-81.693463
Property Damage Only,40.768627,-81.745043
Property Damage Only,40.698674,-81.714395
Injury Possible,40.955819,-81.735997
Property Damage Only,40.955179,-82.068592
Property Damage Only,40.900034,-82.007913
Property Damage Only,40.902294,-81.976441
Property Damage Only,40.96429,-82.058
Property Damage Only,40.957458,-82.065455
Property Damage Only,40.795464,-81.899031
Property Damage Only,40.932711,-82.114611
Serious Injury Suspected,40.931206,-81.782763
Property Damage Only,40.870915,-81.842474
Serious Injury Suspected,40.814758,-81.803931
Property Damage Only,40.948118,-82.083566
Property Damage Only,40.965236,-82.056922
Property Damage Only,40.960148,-81.899077
Property Damage Only,40.98815,-81.775958
Property Damage Only,40.979544,-81.800271
Property Damage Only,40.85801,-81.86707
Property Damage Only,40.97832,-81.780829
Minor Injury Suspected,40.980747,-81.763888
Property Damage Only,40.960015,-81.899038
Property Damage Only,40.971099,-81.762027
Property Damage Only,40.981356,-81.770847
Property Damage Only,40.974181,-81.781498
Property Damage Only,40.978257,-81.800809
Property Damage Only,40.988924,-81.992526
Property Damage Only,40.988217,-81.764343
Property Damage Only,40.977964,-81.899581
Property Damage Only,40.9401,-81.904
Property Damage Only,40.784205,-82.117075
Property Damage Only,40.988083,-81.759107
Minor Injury Suspected,40.977421,-81.788378
Property Damage Only,40.863332,-81.859645
Property Damage Only,40.880833,-81.919167
Property Damage Only,40.959242,-81.737937
Property Damage Only,40.945,-81.99
Property Damage Only,40.933555,-81.659246
Property Damage Only,40.950779,-81.678834
Minor Injury Suspected,40.937176,-81.674884
Property Damage Only,40.80272,-81.95275
Minor Injury Suspected,40.784242,-82.117231
Minor Injury Suspected,40.988861,-81.663764
Property Damage Only,40.973278,-81.743324
Property Damage Only,40.973788,-81.68284
Property Damage Only,40.938028,-81.648922
Property Damage Only,40.939357,-81.650926
Property Damage Only,40.82874,-81.87449
Property Damage Only,40.971507,-81.661402
Property Damage Only,40.87338,-81.751
Property Damage Only,40.968004,-81.780624
Property Damage Only,40.981509,-81.773614
Minor Injury Suspected,40.988192,-81.796188
Property Damage Only,40.862786,-81.86113
Property Damage Only,40.960246,-81.695142
Property Damage Only,40.963597,-81.781174
Property Damage Only,40.969112,-81.781607
Property Damage Only,40.79751,-81.92622
Minor Injury Suspected,40.967835,-81.710407
Property Damage Only,40.925669,-81.763326
Property Damage Only,40.681727,-81.873874
Property Damage Only,40.96717,-81.78163
Injury Possible,40.969737,-81.795468
Property Damage Only,40.981645,-81.781242
Property Damage Only,40.969301,-81.781699
Property Damage Only,40.982606,-81.896038
Property Damage Only,40.9882,-81.780586
Property Damage Only,40.968012,-81.781726
Property Damage Only,40.9705,-81.780893
Property Damage Only,40.980118,-81.781515
Minor Injury Suspected,40.9684,-81.69912
Property Damage Only,40.97776,-81.78149
Property Damage Only,40.98084,-81.69625
Property Damage Only,40.97811,-81.78208
Property Damage Only,40.98968,-81.994792
Property Damage Only,40.722312,-81.999051
Minor Injury Suspected,40.81446,-81.80492
Property Damage Only,40.916943,-81.782427
Minor Injury Suspected,40.95,-81.74
Property Damage Only,40.988566,-81.66367
Property Damage Only,40.89442,-81.81217
Property Damage Only,40.965904,-81.846687
Property Damage Only,40.977842,-81.781463
Property Damage Only,40.979309,-81.781515
Minor Injury Suspected,40.97281,-81.781483
Minor Injury Suspected,40.862787,-81.86113
Property Damage Only,40.972743,-81.786544
Property Damage Only,40.982096,-81.787693
Property Damage Only,40.980162,-81.764781
Property Damage Only,40.98019,-81.78243
Property Damage Only,40.971549,-81.794623
Property Damage Only,40.984783,-81.894549
Property Damage Only,40.920751,-81.739235
Property Damage Only,40.913171,-81.733796
Property Damage Only,40.988514,-81.653319
Minor Injury Suspected,40.970313,-81.70854
Minor Injury Suspected,40.902415,-81.744561
Property Damage Only,40.96027,-81.899227
Property Damage Only,40.973825,-81.78207
Property Damage Only,40.957567,-81.763297
Property Damage Only,40.988306,-81.796227
Property Damage Only,40.971546,-81.794721
Property Damage Only,40.972161,-81.794795
Property Damage Only,40.960261,-81.659462
Minor Injury Suspected,40.927763,-81.74077
Property Damage Only,40.980851,-81.696214
Property Damage Only,40.8696,-81.8494
Property Damage Only,40.85886,-81.86594
Property Damage Only,40.85853,-81.86168
Property Damage Only,40.983395,-81.996322
Property Damage Only,40.981125,-81.897023
Property Damage Only,40.977104,-81.761802
Property Damage Only,40.958528,-81.763227
Property Damage Only,40.977736,-81.801003
Property Damage Only,40.981265,-81.911291
Property Damage Only,40.965962,-81.762799
Property Damage Only,40.957963,-81.764882
Property Damage Only,40.958474,-81.766656
Property Damage Only,40.976024,-81.784707
Property Damage Only,40.972278,-81.777655
Property Damage Only,40.982275,-81.774461
Property Damage Only,40.960063,-81.899128
Property Damage Only,40.973759,-81.744868
Property Damage Only,40.894444,-81.934444
Property Damage Only,40.790277,-81.949722
Minor Injury Suspected,40.942761,-81.658008
Minor Injury Suspected,40.979075,-81.685916
Property Damage Only,40.960085,-81.908952
Property Damage Only,40.96101,-81.780551
Property Damage Only,40.96711,-81.78201
Property Damage Only,40.95994,-81.773104
Property Damage Only,40.75681,-81.87043
Property Damage Only,40.968848,-81.783875
Property Damage Only,40.984549,-81.760705
Property Damage Only,40.843379,-81.761753
Injury Possible,40.843842,-81.774596
Property Damage Only,40.834483,-81.764507
Property Damage Only,40.840964,-81.76425
Property Damage Only,40.843577,-81.768032
Property Damage Only,40.834669,-81.77427
Minor Injury Suspected,40.84077,-81.777658
Property Damage Only,40.836718,-81.759705
Property Damage Only,40.837904,-81.767087
Minor Injury Suspected,40.831769,-81.76373
Property Damage Only,40.863373,-81.763634
Property Damage Only,40.844387,-81.784497
Property Damage Only,40.838114,-81.760223
Injury Possible,40.834473,-81.764542
Minor Injury Suspected,40.841114,-81.784493
Property Damage Only,40.852904,-81.763879
Property Damage Only,40.844288,-81.757007
Fatal,40.684553,-82.022329
Property Damage Only,40.834124,-81.774099
Property Damage Only,40.846502,-81.769707
Minor Injury Suspected,40.830445,-81.784264
Property Damage Only,40.844519,-81.784677
Minor Injury Suspected,40.840725,-81.774451
Injury Possible,40.844061,-81.764629
Property Damage Only,40.84066,-81.764453
Property Damage Only,40.853534,-81.763872
Property Damage Only,40.802381,-81.952503
Property Damage Only,40.83802,-81.953378
Property Damage Only,40.790163,-81.927223
Property Damage Only,40.859444,-81.924167
Minor Injury Suspected,40.857548,-81.948548
Property Damage Only,40.798,-81.939
Property Damage Only,40.79517,-81.924981
Property Damage Only,40.804501,-81.924936
